id,pose_name,sanskrit_name,category,difficulty_level,benefits,contraindications,breathing_pattern,duration_or_reps,modifications,instructions
53,Eka Pada Rajakapotasana II,Eka Pada Rajakapotasana II,forward_fold,advanced,"Eka Pada Rajakapotasana II stretches the entire back side of the body, including the spine, hips, and legs, while also strengthening the arms and shoulders. It can help to improve flexibility and balance, and may also aid in stress relief and mental focus. Regular practice of this pose can also improve posture and reduce back pain.","Avoid this pose if you have any serious back or neck injuries, or if you are experiencing any sharp pains or discomfort in your spine or joints. Pregnant women and those with high blood pressure should also approach with caution.","Inhale: Lengthen the spine and engage the arms, exhale: Fold forward, keeping the arms straight, inhale: Lift the chest and lengthen the neck, exhale: Release any tension in the body.","Hold the pose for 3-5 breaths, repeating 2-3 times on each side.","Use a block or strap to support the hand or foot if you are unable to reach the ground. You can also modify the pose by bending the front knee or keeping the back leg straight, but not lifted. For a gentler stretch, try keeping the back leg on the ground instead of lifting it.","1. Begin on all fours, then bring one knee forward and place the foot on the ground in front of the other knee. 2. Extend the arms straight out in front of you, keeping them parallel to the ground. 3. Inhale and lengthen the spine, then exhale and fold forward, reaching for the ground with your hands. 4. Keep the arms straight and engage the shoulders, lifting the chest and lengthening the neck. 5. Hold the pose, breathing deeply, then slowly release and repeat on the other side."
54,Lolasana,Lolasana,balancing,advanced,"Lolasana strengthens the arms, shoulders, and core muscles, while improving overall balance and concentration. It also opens the chest and improves flexibility in the shoulders and upper back. Regular practice can help build confidence and mental focus.","Avoid Lolasana if you have any injuries to the shoulders, wrists, or arms, or if you have high blood pressure or are pregnant. Additionally, if you experience any discomfort or pain in the shoulders or arms, discontinue the pose immediately.","Inhale and engage the core muscles, then exhale and lift the legs off the ground. Hold the breath for a brief moment at the peak of the pose, then inhale and slowly lower the legs back down.","Hold Lolasana for 3-5 breaths, or as long as you can maintain balance and control. Repeat for 2-3 sets, resting for 30 seconds to 1 minute between sets.","For a modified version, practice Lolasana with the legs bent at a 90-degree angle or with the feet touching the ground. You can also use a block or strap to support the legs or arms. For beginners, start by practicing the pose with the legs lifted only a few inches off the ground.","1. Start in a seated position with the legs straight out in front of you. Place the hands on the ground beside your hips, with the fingers spread wide. 2. Engage the core muscles and lift the legs off the ground, keeping them straight. 3. As you lift the legs, press the palms into the ground and straighten the arms, lifting the hips and torso off the ground. 4. Balance the body on the hands, with the legs lifted and the torso straight. 5. Hold the pose for 3-5 breaths, then slowly lower the legs back down."
55,Hala Asana,Hala Asana,backbend,advanced,"Hala Asana, also known as Plow Pose, stretches the back of the neck, shoulders, and upper back, while also strengthening the muscles in the upper back and improving flexibility in the chest. It can also help to calm the nervous system and promote relaxation. Additionally, it can help to relieve stress and anxiety by releasing tension in the neck and shoulders.","Avoid practicing Hala Asana if you have any neck or shoulder injuries, or if you experience any numbness or tingling in your arms or legs. It's also recommended to avoid this pose if you have high blood pressure or are pregnant.","Inhale as you lift your legs up and over your head, exhale as you lower your legs back down to the starting position.","Hold the pose for 3-5 breaths, or 30 seconds to 1 minute, and repeat for 2-3 repetitions.","For a modified version, use blocks or a strap to support your shoulders and upper back. You can also practice a gentle version of the pose by lifting your legs only to a 45-degree angle, or by using a wall for support.","1. Start by lying on your back with your arms at your sides and your legs straight. Inhale and lift your legs up and over your head, keeping them straight. 2. As you lift your legs, use your core muscles to support your lower back and keep your spine long. 3. Continue to lift your legs until they are at a 90-degree angle to the floor, or as far as is comfortable for you. 4. Hold the pose, breathing deeply and feeling the stretch in your upper back and shoulders. 5. Exhale and slowly lower your legs back down to the starting position."
56,Dwi Pada Viparita Dandasana,Dwi Pada Viparita Dandasana,inversion,advanced,"Dwi Pada Viparita Dandasana strengthens the arms, shoulders, and core while stretching the chest and shoulders. It also improves flexibility in the upper back and hips. Additionally, this pose can help calm the mind and reduce stress by stimulating the nervous system.","Avoid this pose if you have shoulder or arm injuries, or if you experience neck pain or discomfort. Also, people with high blood pressure, glaucoma, or detached retinas should avoid this inversion.",Inhale as you lift your legs up and balance on your hands. Exhale as you slowly lower your legs back down.,"Hold the pose for 3-5 breaths, or as long as you feel comfortable and balanced.","For beginners, you can start by practicing Handstand or Headstand against a wall for support. You can also place a block or a strap under your back for added support. If you're struggling to lift your legs, try lifting one leg at a time or using a leg up the wall pose as a variation.","1. Start in a Handstand position against a wall, with your hands shoulder-width apart and your fingers spread wide. 2. Engage your core and lift your legs straight up, keeping them together and your toes pointed. 3. As you balance on your hands, slowly lift your torso and legs so that your body forms a straight line from head to heels. 4. Keep your arms straight and your shoulders down, engaging your entire body to maintain balance and control."
57,Eka Pada Viparita Dandasana,Eka Pada Viparita Dandasana,inversion,advanced,"Eka Pada Viparita Dandasana strengthens the back muscles, opens the chest, and stretches the shoulders, while also promoting balance, focus, and mental clarity. Regular practice can improve flexibility, posture, and overall physical alignment. Additionally, this inversion can help calm the nervous system and reduce stress.","Avoid this pose if you have neck or shoulder injuries, high blood pressure, or are pregnant. It's also not recommended for those with chronic back pain or severe sciatica.","Inhale as you lift your legs and chest, exhale as you lengthen and balance, and maintain a steady, even breath as you hold the pose.","Hold for 3-5 breaths on each side, or as long as you feel comfortable and balanced.","Use a wall for support, or place a block under your hands for added stability. For a more accessible version, try lifting only one leg at a time, or using a strap to deepen the stretch.","1. Start in a tabletop position on your hands and knees, then lift your right leg up and back, keeping it straight. 2. As you lift, press your palms into the ground and lift your chest, keeping your shoulders down and away from your ears. 3. Balance on your hands and the ball of your left foot, engaging your core and maintaining a straight line from head to heel. 4. Hold and breathe, then slowly lower and repeat on the other side."
58,Viparita Karani,Viparita Karani,inversion,advanced,"Viparita Karani offers numerous physical benefits, including relief from varicose veins, improved circulation, and reduced swelling in the legs. It also helps to calm the nervous system, promoting relaxation and reducing stress. Mentally, this pose can help quiet the mind and promote a sense of inner peace.","Avoid Viparita Karani if you have high blood pressure, heart problems, or recent injuries to the neck or back. Pregnant women should also avoid this pose or modify it under the guidance of a qualified instructor.","Inhale deeply into the chest, feeling the breath fill the lungs. Exhale slowly, allowing the body to relax and settle into the pose. Continue to breathe naturally, without forcing or controlling the breath.","Hold Viparita Karani for 5-15 minutes, or as long as feels comfortable. Beginners may start with shorter holds and gradually increase the duration as they become more comfortable with the pose.","For a modified version, use blocks or a wall to support the legs and reduce the angle of inversion. You can also use a strap or belt to secure the legs if they tend to slide down. For a more restorative approach, use a bolster or pillows to support the back and legs.","1. Find a quiet and comfortable space to practice, with a wall or blocks nearby for support. Lie on your back with your legs straight up against the wall, with your hips and knees bent at a 90-degree angle. 2. Slowly lift your legs up and over your head, keeping them straight, until they are at a 45-degree angle to the floor. 3. Support your lower back with your hands or a block, and engage your core muscles to maintain the pose. 4. Allow your body to relax and settle into the pose, feeling the gentle stretch in the neck and shoulders."
59,Urdhva Dhanurasana,Urdhva Dhanurasana,backbend,advanced,"Urdhva Dhanurasana strengthens the muscles in the back, shoulders, and chest, while also opening up the shoulders and improving flexibility. This pose also stimulates the thyroid gland, which can help regulate metabolism. Additionally, it can help to reduce stress and anxiety by releasing tension in the body.","Avoid Urdhva Dhanurasana if you have any neck or back injuries, high blood pressure, or are pregnant. It is also not recommended for people with severe osteoporosis or glaucoma.","Inhale as you lift your hips and chest off the ground, and exhale as you slowly lower back down. Take deep, controlled breaths while holding the pose.","Hold Urdhva Dhanurasana for 3-5 breaths, or as long as you feel comfortable. Repeat the pose 2-3 times, resting for a few breaths in between.","To modify Urdhva Dhanurasana, you can use blocks or straps to support your hands or feet. You can also practice the pose with your knees slightly bent or with a wall behind you for support.","1. Lie on your back with your knees bent and feet flat on the ground, hip-width apart. Place your hands under your shoulders with your fingers spread wide. 2. Inhale and press your palms into the ground, lifting your hips and chest off the ground. Straighten your arms and lift your chest towards the ceiling. 3. Keep your shoulders down and away from your ears, and engage your core muscles to support your back. 4. Hold the pose for 3-5 breaths, feeling the stretch in your chest and shoulders. 5. Exhale and slowly lower back down to the ground, resting for a few breaths before repeating."
60,Rajakapotasana,Rajakapotasana,backbend,advanced,"Rajakapotasana, also known as King Pigeon Pose, is an advanced backbend that offers numerous physical and mental benefits. Physically, it strengthens the back muscles, opens the chest and shoulders, and can improve flexibility in the hips and spine. Mentally, it can help cultivate confidence, courage, and a sense of empowerment.","Avoid practicing Rajakapotasana if you have any neck or back injuries, or if you experience chronic pain in the shoulders, hips, or knees. Pregnant women should also avoid this pose or modify it under the guidance of an experienced yoga instructor.","Inhale: Lengthen the spine and reach the arms forward. Exhale: Fold forward and deepen the backbend. Repeat the breath, maintaining the pose and feeling the opening in the chest and shoulders.","Hold the pose for 3-5 breaths, or repeat for 2-3 sets, resting in a neutral position in between.","For a more accessible version, use a block or strap to support the back hand or to deepen the stretch in the chest. You can also modify the pose by keeping the back leg bent, or by practicing a 'half' King Pigeon Pose with the front leg bent and the back leg straight.","1. Begin on your hands and knees, with your right knee forward and your left knee back. Inhale and lengthen your spine, reaching your arms forward and up. 2. Exhale and fold forward, reaching your right hand back to grasp your left ankle. 3. Inhale and lift your chest, keeping your shoulders down and away from your ears. 4. Exhale and deepen the backbend, feeling the stretch in your chest and shoulders. 5. Hold the pose, then slowly release and repeat on the other side."
61,Eka Pada Rajakapotasana,Eka Pada Rajakapotasana,backbend,advanced,"Eka Pada Rajakapotasana stretches the entire back, shoulders, and chest, promoting flexibility and opening up the heart center. It also strengthens the arms, shoulders, and back muscles, improving overall posture. This pose can help calm the mind and reduce stress by releasing tension in the body.","Avoid this pose if you have a recent or chronic back injury, shoulder injury, or wrist issues. It's also not recommended for pregnant women, especially in the later stages, as it can put pressure on the abdomen and lower back.","Inhale as you lift your leg, exhale as you fold forward, inhale to lengthen and expand the chest, and exhale to deepen the stretch.","Hold the pose for 3-5 breaths on each side, or repeat 2-3 times on each side, depending on your comfort level and practice goals.","Use a block or strap to support the extended leg, or place a hand on the ground for added stability. If the full expression is not accessible, try a modified version with the knee bent or the foot resting on the ground instead of extending it. You can also use a wall for support and balance.","1. Start in a tabletop position on your hands and knees. Extend your right leg behind you, keeping it straight, and place your right hand on the ground beside your left knee. 2. Inhale and lengthen your spine, then exhale and fold forward, reaching for your right ankle with your left hand. 3. Inhale and lift your chest, expanding your heart center, and balance on your left hand and right knee. 4. Exhale and deepen the stretch, keeping your back leg straight and your front shoulder down. 5. Gently release the pose and repeat on the other side."
62,Laghu Vajrasana,Laghu Vajrasana,backbend,advanced,"Laghu Vajrasana strengthens the back muscles, improves flexibility in the chest and shoulders, and can help alleviate respiratory issues. It also stimulates the thyroid gland, which can help regulate metabolism. Mentally, this pose can help build confidence and courage.","Avoid Laghu Vajrasana if you have any neck or back injuries, high blood pressure, or are pregnant. People with sensitive knees or ankles should also approach this pose with caution.","Inhale deeply as you arch your back and lift your chest, exhale slowly as you lower your chin towards your chest and relax your shoulders.","Hold the pose for 3-5 breaths, repeating 2-3 times.","For a more accessible version, place a block or strap under your forehead to support your neck. You can also practice this pose with your knees slightly apart or use a wall for support. For a deeper stretch, place your hands on your thighs and gently press your chest forward.","1. Kneel on your mat with your knees hip-width apart and your weight evenly distributed between both legs. 2. Interlace your fingers behind your back and gently arch your back, lifting your chest and chin towards the ceiling. 3. As you inhale, slowly lift your chin and chest higher, keeping your shoulders down and away from your ears. 4. Hold the pose, breathing deeply, and then exhale slowly as you lower your chin towards your chest and relax your shoulders. 5. Repeat the process 2-3 times, coming out of the pose slowly and carefully."
63,Anjaneyasana,Anjaneyasana,lunge,beginner,"Anjaneyasana, also known as Low Lunge, strengthens the quadriceps, calves, and glutes, while stretching the hips and quadriceps. This pose also improves balance and stability, promoting focus and mental clarity. Regular practice of Anjaneyasana can help alleviate lower back pain and sciatica.",Avoid Anjaneyasana if you have knee injuries or chronic knee pain. Individuals with severe hip or ankle injuries should also modify or avoid this pose.,"Inhale as you step your right foot forward and lower your torso, lengthening your spine. Exhale as you sink deeper into the lunge, keeping your back knee almost touching the ground.",Hold Anjaneyasana for 3-5 breaths on each side. Repeat on the other side by switching legs.,"For a gentler variation, keep your back knee on the ground instead of lowering it almost to the ground. You can also use a block under your back knee for support or under your front thigh for added lift. For an easier balance, keep your hands on the ground or a block beside your front foot.","1. Begin in a tabletop position on your hands and knees. Step your right foot forward between your hands, keeping your left knee almost touching the ground. 2. Lower your torso, lengthening your spine, and engage your core muscles to support your lower back. 3. As you inhale, lift your arms up and out to the sides, keeping them parallel to the ground, and gaze forward. 4. Exhale, and slowly lower your back knee almost to the ground, stretching your quadriceps and hips."
64,Prasarita Padottanasana,Prasarita Padottanasana,standing,beginner,"Prasarita Padottanasana stretches the entire back side of the body, from the shoulders to the heels. This pose can also help to calm the nervous system and relieve stress. Regular practice can also improve flexibility and balance.","Avoid this pose if you have any recent back injuries, knee issues, or high blood pressure. Pregnant women should also avoid deep forward bends.","Inhale: Lengthen the spine and engage the core. Exhale: Fold forward, reaching for the ground or a block.","Hold for 3-5 breaths, rest for 1-2 breaths, and repeat for 2-3 sets.",Use blocks or a strap to support your hands if you can't reach the ground. You can also bend your knees slightly if your back feels strained.,"1. Stand with your feet wide apart, with your hands on your hips. 2. Engage your core and lengthen your spine, feeling a sense of grounding and stability. 3. Exhale and fold forward, reaching for the ground or a block with your hands. Keep your elbows slightly bent and your shoulders relaxed."
65,Virabhadrasana III,Virabhadrasana III,standing,beginner,"Virabhadrasana III strengthens the ankles, calves, and spine, while also improving balance and focus. It can help to stretch the chest and shoulders, and can also improve overall posture. Mentally, this pose can help to build confidence and concentration.","Avoid this pose if you have any recent or severe ankle, knee, or hip injuries, as it can put additional stress on these joints. Additionally, if you have high blood pressure or are experiencing dizziness, it is recommended to modify the pose or avoid it altogether.","Inhale and lengthen your spine, exhale and fold forward, inhale and lift your back leg, exhale and balance. Continue to breathe naturally and smoothly while holding the pose.","Hold for 3-5 breaths, repeat on the other side.","Use a block or a strap to support your hands if you are unable to reach the ground. You can also practice with your back knee bent or with your back foot on the ground for added support. For an easier variation, try practicing 'high lunge' with your back foot on the ground instead of lifted.","1. Start in a high lunge position with your right foot forward and your back knee almost touching the ground. 2. Lengthen your spine and engage your core, then exhale and fold forward, reaching for the ground with your hands. 3. Inhale and lift your back leg off the ground, keeping it straight and parallel to the ground. 4. Balance on your front leg and reach your arms forward, keeping them parallel to the ground. 5. Engage your core and gaze forward, holding the pose for 3-5 breaths before slowly releasing and repeating on the other side."
66,Ardha Chandrasana,Ardha Chandrasana,standing,beginner,"Ardha Chandrasana, or Half Moon Pose, benefits the physical body by stretching the spine, hips, and legs, while also strengthening the ankles and core. It also improves balance and focus, promoting mental clarity and calmness. Regular practice of this pose can also help alleviate stress and anxiety.","Avoid Ardha Chandrasana if you have any severe knee or ankle injuries, or if you experience dizziness or lightheadedness. Pregnant women should also practice this pose with caution and under the guidance of a qualified instructor.","Inhale as you lengthen your spine and arms, exhale as you bend your front knee and stretch your back leg. Continue to breathe naturally, focusing on your breath as you hold the pose.","Hold Ardha Chandrasana for 3-5 breaths, or 30-60 seconds, on each side. Repeat 2-3 times, or as needed.","For a more accessible version, use a block or a strap to support your hand or ankle. You can also practice this pose with your back against a wall for added stability. For a more challenging variation, lift your back leg off the ground and balance on one leg.","1. Begin in a lunge position with your right foot forward and your back left knee almost touching the ground. 2. Reach your right arm up towards the ceiling and slide your left hand down your left leg, keeping your spine long and your hips open. 3. As you exhale, bend your front knee and stretch your back leg, keeping your back foot flexed. 4. Continue to reach your right arm up and your left hand down, stretching your spine and hips. 5. Gaze forward and focus on your breath as you hold the pose."
67,Supta Baddha Konasana,Supta Baddha Konasana,restorative,beginner,"Supta Baddha Konasana is a restorative yoga pose that provides numerous physical and mental benefits. Physically, it stretches the hips, groin, and spine, while also relaxing the lower back muscles. Mentally, it calms the mind, reduces stress, and promotes deep relaxation and inner stillness.","Avoid Supta Baddha Konasana if you have any recent hip, knee, or spine injuries, or if you have severe sciatica or lower back pain. Pregnant women should also avoid this pose or modify it with support under the back and knees.","Inhale deeply, feeling the chest expand and the spine lengthen. Exhale slowly, allowing the body to relax and release any tension. Continue to breathe naturally and smoothly, focusing on the sensation of the pose.","Hold Supta Baddha Konasana for 5-10 minutes, or as long as you feel comfortable and relaxed. You can also repeat the pose 2-3 times, resting for a few minutes in between each repetition.","To make Supta Baddha Konasana easier, you can use a bolster or pillow under the knees and another under the lower back for support. You can also place a strap or block under the heels to release tension in the hips and lower back.","1. Lie on your back with your knees bent and feet together, allowing your spine to relax and your body to release any tension. 2. Bring your heels together and let your knees fall apart, stretching your hips and groin. 3. Place a bolster or pillow under your knees and lower back for support, if needed, and allow your body to relax and release any tension. 4. Close your eyes and focus on your breath, feeling the sensation of the pose and allowing yourself to relax and let go."
68,Savasana,Savasana,restorative,beginner,"Savasana, also known as the 'Corpse Pose', is a restorative yoga pose that offers numerous physical and mental benefits. It helps to reduce stress and anxiety, improve sleep quality, and relieve muscle tension. Regular practice of Savasana can also calm the mind, promoting relaxation and inner peace.","Savasana should be avoided by pregnant women in the third trimester, as it can cause blood to pool in the legs. Additionally, individuals with low blood pressure or those who experience dizziness when lying down should practice this pose with caution.","Inhale deeply and naturally, filling the lungs completely. Exhale slowly, allowing the body to release any tension or stress. Continue to breathe naturally, focusing on the sensation of the breath moving in and out of the body.","Hold Savasana for 5-15 minutes, or as long as comfortably possible. Beginners can start with shorter holds of 2-3 minutes and gradually increase the duration as they become more comfortable with the pose.","Use a bolster or pillow under the knees to support the lower back and relieve any discomfort. A blanket or towel can also be placed under the head or neck for added support. For individuals with back issues, a rolled-up towel or block can be placed under the thoracic spine to promote relaxation and reduce tension.","1. Find a quiet and comfortable place to lie down on your back, with your arms and legs relaxed and slightly apart. 2. Close your eyes and take a few deep breaths, allowing your body to release any tension or stress. 3. As you inhale, feel the breath move into the body, and as you exhale, feel any tension or stress melt away. 4. Allow your body to relax completely, feeling the weight of your body sinking into the ground. 5. Remain in Savasana for the desired duration, focusing on your breath and the sensation of relaxation in your body."
69,Supta Matsyendrasana II,Supta Matsyendrasana II,twist,beginner,"Supta Matsyendrasana II provides numerous physical and mental benefits, including increased flexibility in the spine, hips, and torso, as well as reduced stress and anxiety. It also helps to balance the digestive system and promotes a sense of calm and relaxation. Regular practice can also improve posture and balance.","Avoid practicing Supta Matsyendrasana II if you have any recent injuries or surgeries, particularly in the spine, hips, or knees. Pregnant women should also approach with caution and modify the pose accordingly.","Inhale as you lengthen your spine, exhale as you twist your torso to one side, and inhale again as you return to the center. Hold the breath for a brief moment, then exhale as you twist to the other side.","Hold the pose for 30 seconds to 1 minute on each side, repeating 2-3 times on each side.","To make the pose more accessible, you can use a block or a strap to support your knees or torso. Alternatively, you can also practice the pose with your knees slightly bent or with a pillow under your knees for added support.","1. Lie on your back with your knees bent and feet flat on the ground, then bring your knees towards your chest. 2. Allow your knees to fall to one side, keeping your spine long, and hold onto your knees with your hand. 3. As you inhale, lengthen your spine, and as you exhale, gently deepen the twist, keeping your shoulders and hips relaxed."
70,Salamba Sarvangasana,Salamba Sarvangasana,inversion,beginner,"Salamba Sarvangasana, also known as Supported Shoulder Stand, offers numerous physical and mental benefits. It strengthens the shoulders, neck, and upper back muscles, while also stretching the chest and improving spinal flexibility. This pose can also help calm the mind, reduce stress, and promote relaxation.","This pose should be avoided by individuals with neck injuries, glaucoma, or high blood pressure, as well as pregnant women in their second and third trimesters. It is also not recommended for those with recent shoulder or upper back injuries.","Inhale: As you lift your legs up, inhale and engage your core. Exhale: As you set up the pose, exhale and relax your shoulders down. Hold the breath for a few seconds, then resume normal breathing.","Hold the pose for 3-5 breaths, or up to 30 seconds. Repeat for 2-3 sets.","Use a block or strap under your lower back for support. If you're new to inversions, start with a shorter duration and gradually increase as you become more comfortable. You can also practice with a wall behind you for added support.","1. Start by lying on your back with your knees bent and feet flat on the ground. Place your hands under your hips for support. 2. Inhale and lift your legs up, keeping them straight, until they're at a 90-degree angle to your body. 3. Exhale and slowly lower your legs back down, keeping control throughout the movement. 4. To come out of the pose, slowly roll out of the shoulder stand and take a few deep breaths."
71,Viparita Karani II,Viparita Karani II,inversion,beginner,"Viparita Karani II offers numerous physical benefits, including relief from lower back pain, improved circulation, and relaxation of the neck and shoulders. Mentally, this pose promotes a sense of calmness and reduces stress. Additionally, it helps to quiet the mind and prepare for meditation.","Avoid Viparita Karani II if you have glaucoma, high blood pressure, or recent injuries to the neck or shoulders. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale deeply, feeling the chest expand and the body relax. Exhale slowly, allowing the body to settle further into the pose, and repeat this process several times.","Hold Viparita Karani II for 5-10 minutes, or as long as you feel comfortable. Beginners may start with shorter durations and gradually increase as they become more accustomed to the pose.","For a more restorative version, place a bolster or pillow under the lower back for support. You can also use a block or strap to support the neck and shoulders if needed. If you're feeling uncomfortable or experiencing discomfort in the neck, consider using a folded blanket or towel for support.","1. Find a quiet and peaceful space to practice Viparita Karani II. Place a wall behind you for support and lie on your back with your legs up against the wall. 2. Allow your body to relax and let your legs bend at a 90-degree angle, with your feet flexed and your spine long. 3. Close your eyes and focus on your breath, feeling the calmness and relaxation spread throughout your body. 4. As you inhale and exhale, allow your body to settle deeper into the pose, feeling the support of the wall and the relaxation in your muscles."
72,Virabhadrasana,Virabhadrasana,standing,beginner,"Virabhadrasana (Warrior Pose) strengthens the legs, hips, and core, while stretching the chest and lungs. It also improves balance, focus, and mental clarity. Regular practice of this pose can boost confidence and reduce stress.",Avoid Virabhadrasana if you have any knee injuries or chronic knee pain. Pregnant women should modify the pose to avoid deep knee bends.,"Inhale and lengthen your spine, exhale and bend your front knee.","Hold the pose for 3-5 breaths on each side, repeat for 2-3 sets.","Use a block or strap to support your front knee if you have any knee issues. For a deeper stretch, place your back foot at a 45-degree angle. To make it easier, shorten your stride or keep your back foot parallel to the back of the mat.","1. Stand with your feet wide apart, with one foot facing forward and the other foot at a 90-degree angle. 2. Bend your front knee over your ankle, keeping your thigh parallel to the ground. 3. Stretch your arms out to the sides, parallel to the ground, and gaze forward, keeping your spine long. 4. Engage your core and press your back foot into the ground, feeling strong and grounded."
73,Tadasana II,Tadasana II,standing,beginner,"Tadasana II, or Mountain Pose, improves posture by establishing proper alignment of the head, shoulders, hips, and ankles. It also helps to strengthen the core and leg muscles. Additionally, this pose promotes mental clarity and focus, allowing for a sense of grounding and stability.",Avoid Tadasana II if you have any severe back or ankle injuries. Pregnant women should also modify the pose by taking a wider stance to accommodate their center of gravity.,"Inhale: Lengthen the spine, feeling the ground rise up to meet you. Exhale: Engage the core, drawing the navel towards the spine.","Hold for 5-10 breaths, repeating as needed to establish a strong foundation for other standing poses.","For added support, use a block or a wall to help maintain proper alignment. For those with ankle or knee issues, try placing the feet slightly wider apart to reduce pressure.","1. Start with your feet hip-width apart and parallel to each other, engaging your core and drawing your navel towards your spine. 2. Lengthen your spine, feeling the crown of your head reaching towards the ceiling and your shoulders relaxing down away from your ears. 3. Engage your leg muscles, drawing your weight evenly into both feet. 4. Take a deep breath in, feeling the ground rise up to meet you, and exhale, maintaining the engagement of your core and leg muscles. 5. Hold, focusing on the sensation of stability and grounding."
74,Utkatasana,Utkatasana,standing,beginner,"Utkatasana, also known as Chair Pose, strengthens the legs and hips, improves balance and flexibility, and helps to build confidence and focus. It also engages the core and can help improve posture. Additionally, this pose can help to reduce stress and fatigue.",Avoid practicing Utkatasana if you have any knee injuries or chronic knee pain. Pregnant women and individuals with severe back problems should also modify or avoid this pose.,"Inhale: Lengthen the spine and engage the core as you bend your knees. Exhale: Sink deeper into the pose, keeping your back straight and your weight in your heels.","Hold Utkatasana for 3-5 breaths, or 30-60 seconds, and repeat for 2-3 repetitions.","For beginners or those with knee issues, modify the pose by keeping your knees slightly bent or using a block or chair for support. You can also practice with your back against a wall for added stability.","1. Stand with your feet hip-width apart, parallel to each other, and facing forward. 2. Engage your core and lengthen your spine, then bend your knees and sink your hips down into a seated position, as if you were sitting in a chair. 3. Keep your back straight, your weight in your heels, and your arms by your sides or on your hips. 4. Gaze forward and engage your core to maintain balance and stability."
75,Supta Padangusthasana,Supta Padangusthasana,forward_fold,beginner,"Supta Padangusthasana stretches the hamstrings, calves, and spine, improving flexibility and range of motion. It also helps to calm the nervous system, reducing stress and anxiety. Regular practice can lead to improved posture and reduced muscle tension.","Avoid this pose if you have any recent or severe injuries to the knees, hips, or lower back. It's also not recommended for those with sciatica or other conditions that cause nerve pain.","Inhale: Lengthen the spine and slowly lift the leg. Exhale: Deeply stretch the back leg, gently pulling the toes towards the head.","Hold the pose for 3-5 breaths on each leg, or for 30 seconds to a minute.","For a more gentle stretch, use a strap or towel to support the leg. You can also bend the knee of the lifted leg if it feels too intense. For added support, place a block or blanket under the lower back.","1. Lie on your back with your arms at your sides and legs straight. 2. Slowly lift your right leg towards the ceiling, keeping it straight, and hold onto your big toe with your hand. 3. Gently pull your leg towards your head, stretching your hamstrings and calves. 4. Keep your left leg and hips relaxed, and engage your core to support your lower back."
76,Prishthasana,Prishthasana,backbend,beginner,"Prishthasana stretches the chest, shoulders, and upper back, improving flexibility and posture. It also strengthens the back muscles and opens the heart center, promoting confidence and self-awareness. Regular practice can also help alleviate stress and anxiety.","Avoid Prishthasana if you have any neck or back injuries, or if you experience discomfort or pain in your shoulders or chest. Pregnant women should also approach with caution and modify the pose as needed.","Inhale as you lengthen your spine and open your chest, exhale as you deepen the stretch and engage your back muscles.","Hold the pose for 3-5 breaths, repeat 2-3 times.",Use a block or strap to support your chest and shoulders if you're new to Prishthasana or experience discomfort. You can also modify the pose by keeping your knees slightly bent or using a wall for support.,"1. Kneel on your mat with your shins hip-width apart and your hands on the ground in front of you. 2. Inhale and lengthen your spine, then exhale and place your palms on the ground behind you. 3. Inhale and slowly arch your chest forward and up, keeping your shoulders down and away from your ears. 4. Exhale and deepen the stretch, engaging your back muscles and feeling the opening in your chest and shoulders."
77,Marichyasana,Marichyasana,seated,beginner,"Marichyasana is a seated spinal twist pose that helps to stretch and lengthen the spine, hips, and torso, while also improving flexibility and relieving stress and tension. Physically, it can help to ease sciatica, lower back pain, and stiffness in the hips and knees. Mentally, it can help to calm the mind, promote focus, and reduce anxiety.","Marichyasana should be avoided by those with severe back or spine injuries, herniated discs, or spinal conditions such as spondylolisthesis or spinal stenosis. Pregnant women should also avoid deep twists and modify the pose to a more gentle variation.","Inhale deeply as you lengthen the spine, then exhale slowly as you twist to the right, keeping the breath steady and smooth throughout the pose. Repeat the process as you twist to the left.","Hold Marichyasana for 3-5 breaths on each side, repeating the pose 2-3 times on each side.","For a more accessible variation, use a block or strap to deepen the twist or support the back knee. You can also modify the pose by keeping the back leg straight or using a wall for support.","1. Sit on the floor with your legs extended in front of you, then bend your right knee and place your right foot on the ground beside your left thigh. 2. Lengthen your spine and inhale deeply, then exhale slowly as you twist your torso to the right, bringing your right hand to your left knee. 3. Keep your hips facing forward and your spine long, looking over your left shoulder as you deepen the twist. 4. Repeat the process on the other side by twisting to the left."
