id,pose_name,sanskrit_name,category,difficulty_level,benefits,contraindications,breathing_pattern,duration_or_reps,modifications,instructions
94,Urdhva Dhanurasana II,Urdhva Dhanurasana II,backbend,intermediate,"Urdhva Dhanurasana II strengthens the back muscles, opens the chest and shoulders, and can help improve flexibility in the spine and hips. This pose can also help build confidence and reduce stress and anxiety by releasing tension and promoting a sense of expansion and freedom. Regular practice can also improve balance and overall physical alignment.","Avoid Urdhva Dhanurasana II if you have a neck or back injury, or if you experience any discomfort or pain in your spine or shoulders. Pregnant women should also avoid this pose or modify it under the guidance of a qualified instructor.","Inhale as you lift your hips and chest, feeling the expansion in your spine and shoulders. Exhale as you settle into the pose, engaging your core and maintaining control.","Hold Urdhva Dhanurasana II for 3-5 breaths, or as long as feels comfortable and safe. You can also repeat the pose 2-3 times, resting in a neutral position between repetitions.","Use blocks or a strap under your hands or feet if you're unable to reach the ground or maintain proper alignment. You can also modify the pose by keeping your knees slightly bent or using a wall for support. For a deeper stretch, try lifting your heels or toes off the ground.","1. Lie on your back and bend your knees, bringing your feet close to your hips. 2. Place your hands under your shoulders, fingers spread wide, and lift your hips and chest off the ground, straightening your arms and legs as much as possible. 3. Press your palms and heels into the ground, engaging your core and maintaining control as you lift and expand your chest and shoulders. 4. Keep your neck long and your chin slightly tucked, avoiding any strain or discomfort in your neck or shoulders."
95,Tittibhasana,Tittibhasana,balancing,intermediate,"Tittibhasana strengthens the arms, shoulders, and core, while improving balance and focus. It also stretches the chest and shoulders, promoting flexibility and reducing tension. Regular practice can also calm the mind and promote mental clarity.","Avoid Tittibhasana if you have wrist or shoulder injuries, or if you experience dizziness or vertigo. Pregnant women and those with severe balance issues should also modify or avoid this pose.","Inhale as you lift your legs and balance, exhale as you engage your core and maintain the pose. Continue to breathe naturally, avoiding holding your breath.","Hold Tittibhasana for 3-5 breaths, or as long as you feel balanced and comfortable. Repeat on the other side if desired.","Use a block or support under your hands for added stability. Alternatively, practice the pose with your knees slightly bent or with one leg lifted instead of both.","1. Begin in a tabletop position on your hands and knees. Engage your core and lift your right leg off the ground, keeping it straight. 2. As you balance on your left leg, slowly lift your left leg off the ground, keeping it straight and parallel to the right leg. 3. Balance on your hands, with your legs lifted and parallel to each other, engaging your core and maintaining a straight line from head to heels."
96,Astavakrasana III,Astavakrasana III,twist,advanced,"Astavakrasana III strengthens the core, arms, and legs, while also stretching the chest, shoulders, and spine. This pose can improve balance, focus, and overall flexibility. It also helps to detoxify the body by stimulating the digestive system.","Avoid this pose if you have any injuries or conditions affecting the wrists, shoulders, hips, or spine, such as carpal tunnel syndrome, rotator cuff injuries, or herniated disks.","Inhale deeply to prepare for the pose, exhale to twist and fold, inhale to lift and balance, and exhale to release and come out of the pose.","Hold the pose for 3-5 breaths, or 15-30 seconds, and repeat 2-3 times on each side.","For a easier variation, try using blocks or straps to support the arms and legs, or practice Astavakrasana I or II before progressing to Astavakrasana III. You can also practice this pose against a wall for added support and balance.","Step 1: Start in a high lunge position with your right foot forward and your left foot back, with your hands on the ground beside your front foot. Step 2: Twist your torso to the right and place your right hand on the outside of your right knee, then lift your left leg off the ground and place it on the outside of your right leg. Step 3: Extend your left arm up and over your head, keeping your spine long and your core engaged, and balance on your right arm and leg. Step 4: Gaze forward and down, engaging your core and maintaining balance. Step 5: To release, exhale and slowly lower your left leg back down to the ground, then repeat on the other side."
97,Viparita Dandasana,Viparita Dandasana,inversion,advanced,"Viparita Dandasana stretches and strengthens the entire back side of the body, from the shoulders to the heels, while also opening the chest and improving flexibility in the shoulders and upper back. It can help to relieve stress and anxiety by reversing the flow of blood to the brain and calming the nervous system. Additionally, it can help to improve balance, focus, and overall physical awareness.","Avoid Viparita Dandasana if you have any neck or spine injuries, high blood pressure, or if you are menstruating or pregnant. It's also recommended to avoid this pose if you have any shoulder or wrist injuries.","Inhale: Lengthen the spine and engage the core. Exhale: Slowly lower the body down into the inversion, keeping the legs straight and the torso long. Continue to breathe deeply and smoothly while in the pose.","Hold Viparita Dandasana for 3-5 breaths, or up to 30 seconds. Repeat 2-3 times, resting for a few breaths between repetitions.","To make Viparita Dandasana more accessible, you can start by practicing with your legs bent and your feet flat on the ground, or by using a wall for support. You can also use blocks or straps to help deepen the stretch and maintain proper alignment.","1. Start by sitting on the floor with your legs straight out in front of you. Place your hands on the ground beside your hips and engage your core. 2. Inhale and lengthen the spine, then exhale and slowly lower your body down into the inversion, keeping your legs straight and your torso long. 3. Continue to breathe deeply and smoothly, feeling the stretch in your back, shoulders, and chest. 4. To come out of the pose, inhale and slowly lift your body back up to a seated position."
98,Kapotasana,Kapotasana,backbend,advanced,"Kapotasana, or Pigeon Pose, is an advanced backbend that strengthens the back muscles, opens the chest and shoulders, and improves flexibility in the hips and thighs. It also stimulates the thyroid gland and can help alleviate symptoms of depression and anxiety. Regular practice of Kapotasana can increase energy and vitality.","Avoid Kapotasana if you have any neck or spine injuries, or if you experience any discomfort or pain in your neck or back. Additionally, pregnant women and individuals with high blood pressure should also avoid this pose.","Inhale deeply and lengthen your spine, exhale slowly as you fold forward and deepen the backbend.","Hold the pose for 3-5 breaths, or as long as you feel comfortable, and repeat 2-3 times.","For a modified version of Kapotasana, you can place your forearms on the ground instead of your palms, or use a block under your forehead for support. Alternatively, you can practice a milder backbend, such as Ustrasana (Camel Pose), to build up to Kapotasana.","1. Start on your hands and knees, with your hands shoulder-width apart and your knees directly under your hips. 2. Walk your hands forward a few inches and lower your forehead to the ground, keeping your elbows slightly bent. 3. As you exhale, lift your hips and chest, keeping your palms and forehead on the ground, and deepen the backbend, stretching your chest and shoulders. 4. Engage your back muscles and maintain the pose, feeling the stretch in your hips and thighs. 5. To release, slowly lower your hips and chest back down to the starting position."
99,Vrschikasana,Vrschikasana,inversion,advanced,"Vrschikasana, or Scorpion Pose, offers numerous physical and mental benefits. Physically, it strengthens the arms, shoulders, and core, while also improving flexibility in the chest and shoulders. Mentally, it can help build confidence and balance, as it requires focus and control.","Avoid practicing Vrschikasana if you have any neck or back injuries, or if you are experiencing high blood pressure or dizziness. Pregnant women and individuals with weak wrists or shoulders should also modify or avoid this pose.","Inhale as you lift your legs and torso off the ground, and exhale as you lower your chest and head towards the ground. Continue to breathe smoothly and naturally throughout the pose.","Hold Vrschikasana for 3-5 breaths, or as long as you feel comfortable and balanced.","For beginners or those who need extra support, try using a block or strap to support the chest and shoulders. You can also modify the pose by keeping the knees bent or using a wall for balance.","1. Start in a forearm balance position (Pincha Mayurasana) with your forearms on the ground and your elbows directly under your shoulders. 2. Engage your core and lift your legs off the ground, keeping them straight and together. 3. As you lift your legs, begin to arch your back and lift your chest and head off the ground, keeping your shoulders down and away from your ears. 4. Continue to lift and balance, keeping your body in a smooth, curved line from head to heels."
100,Karandavasana,Karandavasana,balancing,advanced,"Karandavasana strengthens the arms, shoulders, and core, while also challenging balance and focus. It can help improve overall physical stability and mental concentration. Regular practice of this pose can also enhance overall flexibility and posture.","Avoid Karandavasana if you have any shoulder or wrist injuries, or if you experience dizziness or lightheadedness. Pregnant women and individuals with high blood pressure should also modify or avoid this pose.","Inhale deeply as you lift your legs up, exhale slowly as you balance, and inhale again to come out of the pose.","Hold Karandavasana for 3-5 breaths, or as long as you can maintain balance and control. Practice 2-3 repetitions on each side.","To modify Karandavasana, use a block or strap to support your legs or try lifting only one leg at a time. You can also practice the pose with your knees bent to reduce the challenge on your core and balance.","1. Start in Crow Pose (Bakasana) with your hands shoulder-width apart and your knees bent. 2. Lift your legs up and balance on your hands, keeping your body in a straight line from head to heels. 3. Engage your core and maintain control, gazing forward and keeping your breath steady. 4. To come out of the pose, slowly lower your legs back down into Crow Pose and then release onto your heels. 5. Repeat on the other side, if desired."
101,Eka Pada Viparita Dandasana III,Eka Pada Viparita Dandasana III,inversion,advanced,"Eka Pada Viparita Dandasana III stretches and strengthens the entire back, shoulders, and chest, while also improving spinal flexibility and balance. Regular practice can also stimulate the nervous system, leading to increased energy and focus. Additionally, this pose can help alleviate stress and anxiety by promoting relaxation and calmness.","Avoid this pose if you have severe neck or back injuries, high blood pressure, or are pregnant. It is also not recommended for those with glaucoma or detached retinas due to the inverted position.","Inhale as you lift your legs and torso, exhale as you lower your arms and deepen the stretch. Maintain a steady, slow breathing pattern while holding the pose.","Hold the pose for 3-5 breaths, or as long as feels comfortable and balanced.","To make the pose more accessible, try using a block or strap to support your hands or feet. Alternatively, practice the pose with both legs lifted instead of just one, or use a wall for support.","1. Begin in a seated forward bend, then lift your legs off the ground and balance on your hands and one leg. 2. Inhale and lift your torso and legs further, reaching your arms back and your chest forward. 3. Exhale and deepen the stretch, engaging your core and maintaining balance. 4. Hold the pose and focus on your breath, then slowly lower down to the starting position."
102,Titibhasana III,Titibhasana III,balancing,advanced,"Titibhasana III strengthens the arms, shoulders, and core muscles while also improving balance and focus. It can help to build confidence and self-awareness. Regular practice of this pose can also improve overall physical and mental stability.","Avoid Titibhasana III if you have any shoulder or wrist injuries, or if you experience dizziness or lightheadedness. Pregnant women and people with high blood pressure should also avoid this pose or modify it under the guidance of an experienced yoga teacher.","Inhale as you lift your legs off the ground, exhale as you balance, and maintain a steady breath throughout the hold.","Hold Titibhasana III for 3-5 breaths, or as long as you can maintain balance and control. Repeat on both sides.","Use blocks or straps to support your arms or legs if needed. You can also practice a variation with your legs lifted but not crossed, or with one leg lifted at a time. For an easier option, try practicing on your knees instead of your toes.","1. Start in a high lunge position with your right foot forward and your left foot back. Bend your front knee and stretch your arms out to the sides. 2. Lift your back leg off the ground and cross it over your front leg, bringing your ankle towards your opposite knee. 3. Balance on your front leg and arms, lifting your chest and engaging your core muscles. 4. Gaze forward and maintain a steady breath, feeling the balance and stability in your body."
103,Bakasana III,Bakasana III,balancing,advanced,"Bakasana III, also known as Crow Pose III, strengthens the arms, shoulders, and core, while also improving balance and focus. This pose can help to build confidence and concentration, promoting a sense of calm and clarity. Regular practice of Bakasana III can also improve overall physical awareness and coordination.","Avoid practicing Bakasana III if you have any wrist or shoulder injuries, or if you experience dizziness or lightheadedness. Pregnant women should also avoid this pose due to the balance and pressure on the joints.","Inhale deeply, engaging the core and lengthening the spine. Exhale slowly, lifting the legs off the ground and balancing on the arms.","Hold the pose for 3-5 breaths, or as long as you feel comfortable and balanced. Practice 2-3 repetitions on each side.","For an easier variation, try practicing Bakasana II, where the knees are bent and the feet are closer to the hips. You can also use blocks or a wall for support, or practice the pose with a shorter lift off the ground.","1. Start in a squatting position with your feet hip-width apart, toes pointing slightly outward. Place your hands on the ground in front of you, shoulder-width apart, and engage your core. 2. Inhale deeply, lengthening the spine and lifting the chest. Exhale slowly, lifting the legs off the ground and balancing on the arms. 3. As you balance, focus on a point in front of you and engage the core, keeping the body straight and the arms strong. 4. To release, slowly lower the legs back down to the ground and take a deep breath in."
104,Viparita Dandasana II,Viparita Dandasana II,inversion,advanced,"Viparita Dandasana II strengthens the back and shoulder muscles while opening the chest, improving flexibility and posture. It also stimulates the thyroid gland, promoting hormonal balance, and calms the nervous system, reducing stress and anxiety. This inversion also stretches the entire back side of the body, from shoulders to heels.","Avoid this pose if you have severe neck or back injuries, high blood pressure, or are menstruating. It's also not recommended for pregnant women, especially in the later stages.","Inhale: Lengthen the spine and lift the chest, engaging the back muscles. Exhale: Release any tension, feeling the stretch in the back and shoulders.","Hold for 5-10 breaths, or as long as feels comfortable for you.","For a modified version, use a block or strap for support under the shoulders or hands. You can also practice with a wall for added stability, or try a gentle variation with bent knees and a lifted torso.","1. Begin by lying on your back with your arms at your sides, then bend your knees and place your feet flat on the ground. 2. Lift your hips and torso, placing your palms on the ground beside your head, with your fingers spread wide. 3. Straighten your arms and lift your torso and legs, balancing on your hands and the crown of the head, keeping your body in a straight line from head to heels. 4. Engage your back muscles and lengthen the spine, feeling the stretch in the back and shoulders."
105,Astavakrasana IV,Astavakrasana IV,twist,advanced,"Astavakrasana IV provides numerous benefits, including stretching the shoulders, chest, and spine, while also strengthening the arms, wrists, and abdominal muscles. This pose also stimulates digestion and can help relieve stress and anxiety. It can also improve balance, focus, and overall mental well-being.","Avoid Astavakrasana IV if you have any wrist or shoulder injuries, or if you experience dizziness or lightheadedness. Pregnant women should also avoid this pose or modify it under the guidance of an experienced instructor.","Inhale: Lengthen the spine and prepare for the twist. Exhale: Twist the torso and lift the legs. Hold the breath for a brief moment, then inhale to deepen the pose. Exhale to slowly release.","Hold Astavakrasana IV for 3-5 breaths on each side, or as long as feels comfortable and safe.","To modify Astavakrasana IV, you can start by practicing the foundational twist with the legs bent and the feet flat on the ground. You can also use a block or strap to support the legs or torso. Another option is to practice the pose with one leg lifted at a time, rather than both legs together.","1. Begin in a seated position with the legs straight out in front of you. Twist the torso to the right and place the right hand on the ground beside you. 2. Bend the right knee and place the right ankle on the left thigh, just above the knee. 3. Extend the left leg and lift it off the ground, balancing on the right hand and the outer edge of the left foot. 4. Deepen the twist and lift the torso, keeping the spine long and the shoulders down. 5. Hold the pose and breathe, then slowly release and repeat on the other side."
106,Eka Pada Bakasana II,Eka Pada Bakasana II,balancing,advanced,"Eka Pada Bakasana II strengthens the arms, shoulders, and core, while also improving balance and focus. It also stretches the chest and shoulders, promoting flexibility and relaxation. Regular practice can also help build confidence and mental clarity.","Avoid this pose if you have any wrist, shoulder, or neck injuries, or if you experience dizziness or lightheadedness. Pregnant women should also avoid this pose, especially in the later stages of pregnancy.","Inhale and lengthen the spine, exhale and bend the arms to lower into the pose. Hold the breath for a brief moment, then inhale and lengthen the spine again to come out of the pose.","Hold the pose for 3-5 breaths, or as long as you can maintain balance and control. Repeat on the other side.","For a modification, try placing a block or strap under the back leg for support, or use a wall for balance assistance. Another option is to practice Eka Pada Bakasana I, which is a similar pose but with the back leg bent.","1. Start in Crow Pose (Bakasana) with your hands shoulder-width apart and your knees bent. 2. Lift your right leg off the ground and extend it behind you, keeping it straight. 3. Balance on your left leg and the balls of your hands, engaging your core and lifting your chest. 4. Hold the pose for 3-5 breaths, gazing forward and keeping your body stable. 5. Slowly lower your right leg back down and repeat on the other side."
107,Dolphin Pose,Ardha Pincha Mayurasana,inversion,intermediate,"Strengthens the arms, shoulders, and core while stretching the hamstrings and calves. Improves balance and prepares the body for more advanced inversions like headstand. Can help relieve stress and mild depression.","Avoid if you have shoulder, neck, or back injuries. Those with high blood pressure or headaches should practice with caution.","Breathe deeply and evenly through the nose, maintaining steady breath throughout the hold.","Hold for 30-60 seconds, repeat 2-3 times",Bend knees slightly if hamstrings are tight. Use blocks under forearms for wrist support. Practice against a wall for stability.,"1. Start on hands and knees, then lower onto forearms with elbows shoulder-width apart. 2. Tuck toes and lift hips up and back, straightening legs as much as comfortable. 3. Press forearms firmly into mat and draw shoulder blades down the back. 4. Keep head relaxed between arms, gaze toward feet. 5. Engage core and press heels toward floor."
108,Revolved Chair Pose,Parivrtta Utkatasana,twist,intermediate,"Strengthens legs, glutes, and core while improving balance and spinal mobility. The twisting action aids digestion and detoxification. Builds heat in the body and improves focus and concentration.","Avoid if you have knee injuries, lower back problems, or severe spinal issues. Those with high or low blood pressure should practice with caution.","Inhale to lengthen spine, exhale to deepen the twist. Maintain steady breathing throughout.","Hold for 30-45 seconds per side, repeat 2-3 times",Keep back heel lifted for easier balance. Use a block under bottom hand for support. Reduce depth of squat if knees are sensitive.,"1. Stand with feet together, bend knees and sink hips into chair pose. 2. Bring palms together at heart center, inhale to lengthen spine. 3. Exhale and twist torso to the right, hooking left elbow outside right thigh. 4. Press palms together to deepen twist, keep knees aligned. 5. Gaze up toward ceiling, hold, then repeat on other side."
109,Warrior Pose,Virabhadrasana,standing,beginner,"Warrior Pose strengthens the legs, hips, and core, improving balance and stability. It also stretches the chest, shoulders, and hips, promoting flexibility and range of motion. Additionally, it can help to build confidence and inner strength, cultivating a sense of courage and determination.","Avoid Warrior Pose if you have any injuries or conditions affecting the knees, hips, or ankles, such as severe knee or hip pain, osteoporosis, or recent surgeries. Also, avoid the pose if you are experiencing any dizziness or lightheadedness.","Inhale deeply as you step your right foot forward and turn your back foot slightly inward, exhale as you bend your front knee and stretch your arms out to the sides, inhale as you lengthen your spine and engage your core, and exhale as you gaze forward and settle into the pose.","Hold Warrior Pose for 3-5 breaths on each side, repeating the sequence 2-3 times on each side.","For a modified version, you can shorten the stride between your feet or keep your back heel on the ground. You can also use a block or strap to support your front leg or maintain proper alignment. For a more challenging variation, you can deepen the bend in your front knee or lift your back heel off the ground.","Step 1: Stand with your feet wide apart, with one foot facing forward and the other foot at a 90-degree angle. Step 2: Bend your front knee over your ankle, keeping your thigh parallel to the ground, and stretch your arms out to the sides at shoulder height. Step 3: Engage your core, lengthen your spine, and gaze forward, keeping your back leg straight and your back foot grounded. Step 4: Check your alignment and make any necessary adjustments to maintain balance and stability. Step 5: Hold the pose, feeling strong and confident, and then repeat on the other side."
110,Seated Forward Fold,Paschimottanasana,seated,beginner,"Seated Forward Fold stretches the hamstrings, calves, and spine, relieving tension and stress. It also calms the mind and promotes relaxation, reducing anxiety and fatigue. Additionally, it can help improve flexibility and balance.","Avoid this pose if you have severe back injuries, herniated disks, or are experiencing sciatica or severe knee problems. Pregnant women should also approach with caution and modify the pose as needed.","Inhale deeply, lengthening the spine, and exhale slowly, folding forward and releasing any tension. Continue to breathe naturally, feeling the stretch in the back and legs.","Hold the pose for 3-5 breaths, or up to 30 seconds, and repeat 2-3 times as needed.","For beginners or those with tight hamstrings, use a strap or towel to deepen the stretch without straining. You can also bend your knees slightly or place your hands on blocks for support. For a more intense stretch, engage your core and reach for your toes or shins.","1. Sit on the floor with your legs extended in front of you, feet hip-width apart and engaged. Lengthen your spine and engage your core. 2. Inhale deeply, and as you exhale, slowly fold forward, reaching for your toes or shins. Keep your knees slightly bent if necessary. 3. Allow your head to release and your arms to dangle, feeling the stretch in your back and legs. 4. Hold the pose, breathing naturally, and slowly lift back up to seated position on an inhale."
111,Seated Twist,Bharadvajasana,seated,beginner,"Seated Twist (Bharadvajasana) provides physical benefits by increasing spinal flexibility, stretching the torso, and relieving tension in the neck and shoulders. Mentally, this pose can help calm the mind, reduce stress, and promote relaxation. Regular practice can also improve digestion and reduce symptoms of sciatica.","Avoid this pose if you have any recent injuries or surgeries in the neck, shoulders, or spine, or if you experience severe back pain or discomfort. Additionally, pregnant women should modify the twist to avoid putting pressure on the abdomen.","Inhale: Lengthen the spine and sit up tall. Exhale: Twist to the right, keeping the hips facing forward. Inhale: Return to center. Exhale: Twist to the left. Repeat.","Hold each twist for 3-5 breaths, then return to center. Repeat on the other side. Practice 2-3 repetitions on each side.","For beginners or those with limited flexibility, you can modify the twist by placing your right hand on the outside of your left knee and gently pulling your knee towards your chest. Alternatively, you can use a block or strap to support your spine or deepen the twist.","1. Sit on the floor with your legs crossed, right leg over left. Lengthen your spine and sit up tall, engaging your core. 2. Inhale and lengthen your spine further. Exhale and twist to the right, keeping your hips facing forward. Place your right hand on the outside of your left knee and gently pull your knee towards your chest. 3. Look over your right shoulder, keeping your chin parallel to the ground. 4. Hold for 3-5 breaths, then return to center. Repeat on the other side."
112,Seated Hero Pose,Virasana,seated,beginner,"Seated Hero Pose (Virasana) stretches the quadriceps, hip flexors, and shins, while also strengthening the back muscles. It can help improve flexibility, balance, and overall posture. Additionally, it promotes relaxation and reduces stress by calming the mind and soothing the nervous system.","Avoid Seated Hero Pose if you have knee injuries, knee surgery, or severe knee pain. It is also not recommended for people with severe ankle or foot problems.","Inhale deeply, feeling the chest expand and the spine lengthen. Exhale slowly, releasing any tension in the body and sinking deeper into the pose.","Hold the pose for 30 seconds to 1 minute, breathing deeply and smoothly. Repeat 2-3 times, taking breaks in between if needed.","For beginners or those with knee issues, you can modify the pose by placing a block or a folded blanket under the buttocks for support. Alternatively, you can also place a strap or a towel around the back of the knees to help deepen the stretch.","1. Kneel on the mat with your knees slightly apart, keeping your weight evenly distributed on both knees. 2. Slowly lower your buttocks down towards the ground, keeping your back straight and your core engaged. 3. Place your hands on your thighs or knees, feeling the stretch in your quadriceps and hip flexors. 4. Lengthen your spine and engage your core, feeling a sense of balance and stability in the pose. 5. Breathe deeply and smoothly, holding the pose for the desired duration."
113,Seated Forward Bend,Paschimottanasana II,seated,beginner,"Seated Forward Bend (Paschimottanasana II) stretches the entire back side of the body, from the shoulders to the heels, and can help relieve stress and anxiety. Regular practice can also lengthen the hamstrings and spine. Additionally, this pose can help calm the mind and promote relaxation.","Avoid this pose if you have a severe back injury or spinal disc problems, as it can put pressure on the spine. Also, if you have any knee injuries or chronic knee pain, be cautious and modify the pose accordingly.","Inhale, lengthen the spine; exhale, fold forward.","Hold the pose for 3-5 breaths, or 15-30 seconds.","For beginners or those with tight hamstrings, use a strap or towel to deepen the stretch without straining the back. You can also bend your knees slightly to reduce the stretch in the back of the legs. For added support, sit on a block or blanket.","1. Sit on the ground with your legs extended in front of you and engage your core to support your lower back. 2. Inhale, lengthen the spine, and reach your arms up towards the ceiling. 3. Exhale, fold forward, and reach for your toes or shins, keeping your knees slightly bent if necessary. 4. Keep your shoulders relaxed and your chest open, feeling the stretch in the back of your body."
114,Seated Head to Knee,Janu Sirsasana,seated,beginner,"Seated Head to Knee (Janu Sirsasana) stretches the spine, hips, and legs, improving flexibility and range of motion. It also helps to calm the mind, reduce stress, and promote relaxation. Regular practice can also help to improve posture and balance.","Avoid this pose if you have any injuries or strain in the neck, back, or knees. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale: Lengthen the spine and reach forward. Exhale: Deeply bend forward, reaching for the knee or toe.","Hold the pose for 3-5 breaths on each side, or for up to 30 seconds.","Use a strap or towel to deepen the stretch if you're not able to reach your knee or toe. You can also bend your knee slightly if it's uncomfortable to straighten it. For a more gentle stretch, sit on a block or a folded blanket.","1. Sit on the floor with your legs extended in front of you. Bend your right knee and bring your right foot towards your left inner thigh. 2. Lengthen your spine and reach forward, keeping your left leg straight. 3. Exhale and deepen the stretch, reaching for your left knee or toe. Keep your shoulders relaxed and your chest open. 4. Hold the pose and breathe deeply, feeling the stretch in your spine, hips, and legs. 5. Inhale and slowly come out of the pose, then repeat on the other side."
115,Seated Forward Fold with Arms Up,Urdhva Hastasana,seated,beginner,"Seated Forward Fold with Arms Up (Urdhva Hastasana) stretches the entire back side of the body, from the shoulders to the heels, promoting flexibility and relaxation. It also helps to improve posture and reduce stress by releasing tension in the neck and shoulders. Additionally, this pose can help to calm the mind and promote a sense of grounding and introspection.","Avoid this pose if you have any neck or shoulder injuries, or if you experience any discomfort or pain in these areas. Pregnant women should also modify the pose to avoid deep forward bends.","Inhale deeply as you lengthen your spine and arms, feeling the expansion in your chest and shoulders. Exhale slowly as you fold forward, allowing your body to release and relax.","Hold this pose for 3-5 breaths, or for 30 seconds to 1 minute, depending on your comfort level and flexibility.","If you find it difficult to reach forward, use a strap or towel to deepen the stretch. You can also modify the pose by keeping your knees slightly bent or using a block to support your hands under your shoulders.","1. Sit on the floor with your legs extended in front of you, feet hip-width apart. 2. Inhale and lengthen your spine, reaching your arms up towards the ceiling and stretching your fingertips. 3. Exhale and slowly fold forward, reaching for your toes or shins, keeping your arms extended and your palms facing downwards. 4. Keep your knees slightly bent if necessary, and engage your core to support your back. 5. Hold the pose, breathing deeply and feeling the stretch in your entire back side of the body."
116,Eagle Pose on One Leg,Eka Pada Garudasana,balancing,intermediate,"Eagle Pose on One Leg (Eka Pada Garudasana) strengthens the ankles, calves, and thighs, while also improving balance and focus. It also stretches the hips and glutes, and can help alleviate sciatica pain. Mentally, it cultivates concentration and calmness.","Avoid this pose if you have a serious ankle or knee injury, or if you experience vertigo or dizziness. Pregnant women should also avoid this pose or modify it to avoid deep twisting.","Inhale and lengthen the spine, exhale and wrap the legs around the standing leg, inhale and lift the arms, exhale and fold forward slightly.","Hold for 3-5 breaths, then switch sides. Repeat for 3-5 rounds.","Use a block or a strap to support the ankle or knee if needed. Alternatively, practice Garudasana (Eagle Pose) with both feet on the ground or use a wall for support to build balance and strength.","1. Stand on one leg, with the other foot resting against the inner thigh. Engage the core and lift the arms overhead. 2. Cross the right knee over the left (or vice versa), and wrap the legs around the standing leg, keeping the spine long. 3. Stretch the arms out to the sides, then wrap them around each other, with the palms facing forward. 4. Fold forward slightly, keeping the spine long, and gaze forward or slightly down. 5. Engage the legs, lift the chest, and balance."
117,One-Legged Tree Pose,Eka Pada Vrksasana,balancing,intermediate,"One-Legged Tree Pose (Eka Pada Vrksasana) helps improve balance and stability by strengthening the ankles and legs. It also stretches the hips, spine, and chest, promoting flexibility and good posture. Mentally, this pose cultivates focus, concentration, and calmness.","Avoid this pose if you have any ankle or knee injuries, or if you experience dizziness or lightheadedness. Pregnant women should also avoid this pose or modify it with a block or wall support.","Inhale: Lengthen the spine and engage the core as you lift the leg. Exhale: Gently place the lifted foot on the inner thigh and balance. Continue to breathe naturally, focusing on the sensation in the body.","Hold the pose for 3-5 breaths on each leg, then switch sides. Repeat for 2-3 sets.","For a more accessible version, use a block or wall for support. You can also place the lifted foot on the calf instead of the inner thigh. For a deeper stretch, lift the arms overhead or place them in a prayer-like position.","1. Start in Mountain Pose (Tadasana) with your feet hip-width apart. 2. Shift your weight onto one leg (the standing leg) and lift the other leg off the ground, placing the sole of the foot on the inner thigh. 3. Engage your core, lengthen your spine, and balance on the standing leg. 4. Gaze forward, keeping your eyes soft and focused."
118,Warrior II on One Leg,Eka Pada Virabhadrasana II,balancing,intermediate,"Eka Pada Virabhadrasana II strengthens the ankles and legs, while also improving balance and focus. It can also help stretch the hips and chest, promoting flexibility and opening. Additionally, this pose can help reduce stress and anxiety by challenging the body and mind.","Avoid this pose if you have knee or ankle injuries, or if you experience dizziness or lightheadedness while balancing. Pregnant women should also avoid this pose, especially in the later stages of pregnancy.","Inhale as you lift your leg and arms, exhale as you settle into the pose, and continue to breathe deeply and smoothly while balancing.","Hold for 3-5 breaths, then switch sides. Repeat 2-3 times on each leg.","Use a block or strap under your front hand for support, or use a wall for balance assistance. You can also modify the pose by keeping both feet on the ground or by using a chair for support.","1. Begin by standing with your feet wide apart, with one foot facing forward and the other foot at a 90-degree angle. 2. Bend your front knee and stretch your arms out to the sides, keeping them parallel to the ground. 3. Lift your back leg off the ground and balance on one leg, keeping your spine long and your core engaged. 4. Gaze forward and hold the pose, engaging your balance and focus. 5. Slowly lower your back leg to the ground and repeat on the other side."
119,Legs Up the Wall Pose,Viparita Karani,inversion,beginner,"Legs Up the Wall Pose (Viparita Karani) provides physical benefits by relieving swelling in the legs and feet, improving circulation, and stretching the lower back. Mentally, it calms the mind, promotes relaxation, and can help reduce stress and anxiety. Regular practice can also help improve sleep quality.","Avoid Legs Up the Wall Pose if you have any neck or shoulder injuries, or if you experience discomfort or numbness in your legs or feet while in the pose. Pregnant women should also consult with their healthcare provider before practicing this pose, especially in the later stages of pregnancy.","Inhale deeply, filling the lungs completely, and exhale slowly, allowing the body to relax further into the pose. Continue this slow, deep breathing pattern throughout the duration of the pose.","Hold Legs Up the Wall Pose for 5-15 minutes, or as long as feels comfortable and relaxing. You can also practice this pose in shorter intervals, such as 2-3 minutes, with regular breaks.","Use a block or pillow under the lower back for support, or place a folded blanket under the neck for added comfort. You can also practice this pose with your legs at an angle, rather than straight up against the wall, if that feels more comfortable.","1. Find a quiet and comfortable space near a wall where you can stretch out your body. 2. Lie on your back with your legs straight up against the wall, with your hips and knees at a 90-degree angle. 3. Allow your body to relax and your breath to slow down, feeling the gentle stretch in your lower back and the calming sensation in your mind. 4. As you settle into the pose, bring your attention to your breath, feeling the sensation of the air moving in and out of your body. 5. Remain in the pose, breathing deeply and relaxing, for the desired duration."
