id,pose_name,sanskrit_name,category,difficulty_level,benefits,contraindications,breathing_pattern,duration_or_reps,modifications,instructions
51,King Pigeon Pose,Rajakapotasana,backbend,advanced,"King Pigeon Pose stretches the chest and shoulders, strengthens the back muscles, and improves flexibility in the hips and spine, while also promoting emotional release and confidence. It can also help alleviate stress and anxiety by opening the heart center. Regular practice of this pose can lead to improved posture and reduced tension in the upper body.","Avoid practicing King Pigeon Pose if you have any recent injuries to the back, shoulders, or hips, or if you experience chronic pain or discomfort in these areas. Pregnant women and individuals with neck problems should also approach this pose with caution.","Inhale deeply as you begin to arch your back and lift your chest, and exhale slowly as you deepen the stretch and surrender into the pose.","Hold King Pigeon Pose for 3-5 breaths, or as long as feels comfortable and sustainable. Repeat on both sides for a balanced practice.","To make King Pigeon Pose more accessible, try using a block or strap to support the back leg, or practice with the back leg bent and the foot resting on the ground. You can also start by practicing the 'pre-pose' of Eka Pada Rajakapotasana, where the back leg remains bent and the torso is lifted but not fully arched.","1. Begin on your hands and knees, with your right knee forward and your left leg extended behind you. 2. As you inhale, lift your torso and right leg off the ground, keeping your left leg straight and your hips open. 3. Reach your arms back and interlace your fingers behind your back, using your arms to deepen the stretch and lift your chest. 4. As you exhale, surrender into the pose and allow your head and torso to release, keeping your shoulders down and away from your ears."
52,Upward-Facing Bow Pose,Urdhva Dhanurasana II,backbend,advanced,"Upward-Facing Bow Pose (Urdhva Dhanurasana II) strengthens the back muscles, opens the chest, and improves flexibility in the shoulders and hips. This pose can also help alleviate stress and anxiety by releasing tension in the body. Regular practice can also improve spinal flexibility and balance.","Avoid this pose if you have a neck or back injury, high blood pressure, or are pregnant. It's also not recommended for people with severe shoulder or hip injuries.","Inhale as you lift your body up into the pose, and exhale as you slowly lower back down to the starting position.","Hold the pose for 3-5 breaths, or 30 seconds to 1 minute. Repeat 2-3 times.","For a more accessible version, try using blocks or a wall for support. You can also modify the pose by keeping your knees slightly bent or using a strap to deepen the stretch in your chest.","1. Lie on your back with your knees bent and feet hip-width apart, keeping your hands under your shoulders. 2. Inhale and press your palms into the ground, lifting your body up into a backbend. 3. Continue to lift your hips and chest, keeping your shoulders down and away from your ears. 4. Look up towards the ceiling, keeping your neck long and relaxed. 5. Hold the pose, feeling the stretch and opening in your chest and shoulders."
53,Standing Forward Fold with Hands to Heart,Uttanasana II,forward_fold,beginner,"Standing Forward Fold with Hands to Heart stretches the entire back side of the body, from the shoulders to the heels, and can help relieve stress and anxiety by releasing tension in the neck and shoulders. It also lengthens the spine, improving posture and reducing back pain. Regular practice can also calm the mind and promote a sense of inner peace.","Avoid this pose if you have a recent back injury, high blood pressure, or are experiencing dizziness or lightheadedness. Pregnant women should also modify the pose or avoid it altogether, especially in the later stages of pregnancy.","Inhale deeply, lengthening the spine, and exhale slowly, folding forward and reaching for the heart. Continue to breathe deeply, inhaling and exhaling slowly, as you hold the pose.","Hold the pose for 30 seconds to 1 minute, breathing deeply and slowly. Repeat 2-3 times, resting in Mountain Pose or Downward-Facing Dog in between repetitions.","For a more accessible version, place your hands on a block or a chair instead of reaching for your heart. You can also bend your knees slightly or use a strap to deepen the stretch in your shoulders and chest.","1. Stand with your feet hip-width apart, parallel to each other, and engage your core. 2. Inhale deeply, lengthening your spine, and then exhale slowly, folding forward and reaching for your heart with your hands. 3. Keep your knees slightly bent if necessary, and allow your arms to dangle freely or rest on your shins. 4. Hold the pose, breathing deeply and slowly, and feel the stretch in your entire back side."
54,Reclined Forward Fold,Supta Uttanasana,forward_fold,intermediate,"Reclined Forward Fold (Supta Uttanasana) provides a gentle stretch for the back, hips, and legs, while also calming the nervous system and promoting relaxation. This pose can help alleviate stress, anxiety, and insomnia. It also lengthens the spine and can help relieve lower back pain.","Avoid this pose if you have a herniated disk, sciatica, or any other condition that causes severe back pain. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale: Lengthen the spine and relax the body. Exhale: Slowly fold forward, keeping the knees slightly bent if necessary. Continue to breathe deeply, feeling the stretch in the back and legs.","Hold the pose for 3-5 minutes, or for as long as feels comfortable. You can also repeat the pose 2-3 times, slowly releasing and re-folding each time.","Use a strap or towel to deepen the stretch, or place a block or pillow under the forehead for support. If the stretch feels too intense, bend the knees or bring the feet wider apart. For a more restorative version, place a bolster or pillow under the torso and legs.","1. Lie on your back with your legs straight and feet flexed. 2. Inhale and lengthen the spine, feeling the ground beneath you. 3. Exhale and slowly lift your arms overhead, stretching your chest and shoulders. 4. Continue to exhale and slowly fold forward, keeping the knees slightly bent if necessary, and reaching for your toes or shins. 5. Relax and breathe deeply, feeling the stretch in the back and legs."
55,Seated Spinal Twist with a Leg Lift,Bharadvajasana III,twist,intermediate,"Seated Spinal Twist with a Leg Lift (Bharadvajasana III) provides physical benefits by stretching and relieving tension in the spine, hips, and torso, while also improving flexibility and balance. Mentally, it calms the nervous system, promoting relaxation and clarity. Regular practice can also improve posture and reduce stress.","Avoid this pose if you have severe back or neck injuries, herniated discs, or recent spinal surgery. Pregnant women should also approach with caution and modify the twist to avoid discomfort.","Inhale as you lengthen the spine, exhale as you twist and deepen the stretch. Hold the breath for a brief moment at the peak of the twist, then inhale as you release.","Hold the pose for 30 seconds to 1 minute on each side, breathing deeply and smoothly. Repeat 2-3 times on each side, resting between repetitions.","Use a block or strap to support the lifted leg if flexibility is limited. Modify the twist by reducing the depth of the rotation or using a wall for support. For a more gentle variation, try Seated Spinal Twist (Bharadvajasana I) without the leg lift.","1. Begin by sitting on the floor with the legs crossed, with the right knee on top of the left. Place the right hand on the outside of the left knee. 2. Inhale and lengthen the spine, then exhale and twist the torso to the left, lifting the right leg off the ground and balancing on the left sit bone. 3. Hold the leg with the right hand, keeping the knee bent at a 90-degree angle. 4. Deepen the twist, keeping the chest open and the shoulders relaxed. 5. Repeat on the other side by switching the leg position and twisting to the right."
56,Reclined Spinal Twist with a Leg Lift,Supta Matsyendrasana II,twist,advanced,"Reclined Spinal Twist with a Leg Lift (Supta Matsyendrasana II) is an advanced twist that provides numerous physical and mental benefits. Physically, it stretches the spine, hips, and torso, while also strengthening the core and improving flexibility. Mentally, it can help alleviate stress and anxiety by promoting relaxation and balance in the body.","Avoid this pose if you have any neck or back injuries, or if you have recently undergone spinal surgery. Pregnant women should also avoid this pose, especially during the later stages of pregnancy.",Inhale as you lift your leg and lengthen your spine. Exhale as you twist and deepen the stretch. Continue to breathe deeply and naturally as you hold the pose.,"Hold the pose for 3-5 breaths on each side, or repeat for 2-3 repetitions on each side.","To modify this pose, you can place a block or strap under your knee for support, or use a wall to support your back as you twist. For a more gentle stretch, you can lift your leg only slightly off the ground or keep your knee bent at a 90-degree angle.","1. Lie on your back with your arms extended out to the sides and your legs straight. Engage your core and lengthen your spine. 2. Inhale and lift your right leg towards the ceiling, keeping it straight. Exhale and twist your torso to the left, allowing your right leg to move towards the ground on the left side of your body. 3. Keep your left leg straight and your hips grounded as you deepen the twist and stretch. 4. Hold the pose and breathe deeply, feeling the stretch in your spine, hips, and torso. Repeat on the other side by lifting your left leg and twisting to the right."
57,Reclined Pigeon Pose with a Twist,Supta Eka Pada Rajakapotasana II,twist,advanced,"Reclined Pigeon Pose with a Twist (Supta Eka Pada Rajakapotasana II) offers a deep stretch in the hips, glutes, and spine, while also promoting flexibility and range of motion in the torso. It can help alleviate tension in the lower back and hips, and can also calm the mind and promote relaxation. Additionally, this pose can help improve balance and concentration.","Avoid this pose if you have any recent or severe injuries to the hips, knees, or lower back. Pregnant women or individuals with sciatica should also approach with caution and modify or avoid the pose if they experience discomfort.","Inhale deeply as you lengthen the spine and twist to the side, exhale slowly as you deepen the stretch and surrender into the pose.","Hold the pose for 3-5 breaths on each side, or for 30 seconds to 1 minute, breathing deeply and smoothly.","To make the pose more accessible, use a block or pillow under the hips or torso for support, or place a strap around the legs to deepen the stretch. You can also modify the twist by taking the knees closer to the chest or reducing the depth of the stretch.","1. Begin by lying on your back with the legs extended and arms at your sides. Bend the right knee into the chest and place the right ankle on the left knee, creating a figure-four shape with the legs. 2. Twist the torso to the right, taking the right hand to the outside of the left knee and gently deepening the stretch. 3. As you inhale, lengthen the spine and deepen the twist, exhaling slowly as you surrender into the pose. 4. Gently release the pose and repeat on the other side, taking the left ankle to the right knee and twisting to the left."
58,Reclined Seated Forward Fold,Supta Paschimottanasana,restorative,intermediate,"Reclined Seated Forward Fold (Supta Paschimottanasana) stretches the entire back side of the body, from the shoulders to the heels, promoting flexibility and relaxation. This pose can also help to calm the mind, reduce stress, and alleviate symptoms of anxiety and insomnia. Regular practice can also improve circulation and reduce muscle tension.","Avoid this pose if you have a recent back injury, herniated disk, or sciatica. Pregnant women should also approach with caution and modify or avoid if discomfort or pain is experienced.","Inhale deeply, feeling the chest and lungs expand. Exhale slowly, lengthening the spine and folding forward, allowing the body to release and relax.","Hold the pose for 3-5 minutes, breathing deeply and slowly, and feeling the body relax and release.","Use a strap or towel to deepen the stretch if flexibility allows. Place a block or pillow under the forehead for support if the head is not able to reach the ground. For a more restorative version, place a bolster or pillow under the torso for support and relaxation.","1. Begin by sitting on the ground with the legs straight out in front of you. 2. Slowly recline back onto the ground, using support if needed, and bring the arms overhead, stretching the chest and shoulders. 3. Inhale deeply and as you exhale, slowly fold forward, reaching for the toes or shins, and allow the body to release and relax."
59,Reclined Hero Pose with a Twist,Supta Virasana II,restorative,intermediate,"Reclined Hero Pose with a Twist (Supta Virasana II) offers numerous physical benefits, including deep stretching of the quadriceps, hip flexors, and spine, as well as improved flexibility in the knees and ankles. Mentally, it promotes relaxation and reduces stress and anxiety by releasing tension in the body. Regular practice also enhances overall spinal flexibility and posture.","This pose is not recommended for individuals with recent knee injuries, knee surgery, or severe knee pain. Additionally, those with severe back pain or spinal injuries should avoid this pose or consult with a qualified yoga instructor before attempting it.","Inhale deeply into the chest, feeling the expansion of the lungs and the lengthening of the spine. Exhale slowly, allowing the body to relax further into the pose, releasing tension and stress with each breath.","Hold the pose for 5-10 minutes on each side, breathing deeply and relaxing into the stretch. If needed, take a 1-2 minute break before switching sides.","For a more accessible version, place a block or cushion under the back for support, or use a strap to gently deepen the stretch. For added comfort, place a folded blanket or towel under the knees.","1. Begin by sitting in Hero Pose (Virasana) with your knees bent and your feet flat on the ground. Place your hands on the ground beside you for support. 2. As you exhale, slowly lean back, reaching for a block, cushion, or the ground behind you. Allow your back to release and your chest to expand, keeping your knees bent at a 90-degree angle. 3. As you settle into the pose, gently twist your torso to one side, keeping your hips and knees grounded. Hold for the desired duration before switching sides. 4. To release, slowly inhale and lift your torso back up to a seated position, then repeat on the other side."
60,Reclined Leg Stretch with a Twist,Supta Akarna Dhanurasana,restorative,intermediate,"Reclined Leg Stretch with a Twist (Supta Akarna Dhanurasana) stretches the hips, knees, and ankles, while also relieving tension in the lower back and promoting flexibility in the spine. This pose can also help calm the mind and reduce stress. Regular practice can improve overall balance and coordination.","Avoid this pose if you have recent knee injuries or surgeries, or if you experience severe back pain or discomfort. Additionally, pregnant women should modify or avoid deep twists.","Inhale deeply, filling the lungs, as you bring the leg across the body. Exhale slowly, releasing tension, as you deepen the stretch and twist.","Hold for 3-5 minutes, breathing deeply and slowly, and then switch sides. Repeat 2-3 times on each side.","Use a strap or towel to support the leg if it's difficult to reach. You can also place a block or pillow under the knee for added support. For a deeper stretch, use a bolster or pillow under the spine.","1. Lie on your back, with your arms at your sides, and bring one leg across the body, keeping it straight. 2. Allow your spine to twist gently, keeping your shoulders and hips relaxed. 3. As you inhale, lengthen the spine and deepen the stretch, and as you exhale, release tension and allow the leg to sink deeper into the stretch. 4. Hold the pose, breathing deeply, and then slowly release and switch sides."
61,Savasana,Savasana,restorative,beginner,"Savasana, also known as 'Corpse Pose,' provides physical relaxation, calming the nervous system and reducing muscle tension. It also offers mental benefits, such as reducing stress and promoting a sense of calm and clarity. Regular practice can help improve sleep quality and overall well-being.","Avoid Savasana if you have severe back pain, insomnia, or anxiety that may worsen with stillness. Pregnant women should also modify the pose or avoid it altogether, especially in the later stages of pregnancy.","Inhale naturally and exhale slowly, allowing your body to release any tension. As you settle into the pose, focus on your breath and let go of any thoughts or distractions.","Hold Savasana for 5-15 minutes, or as long as you feel comfortable. Start with shorter durations and gradually increase as you become more relaxed and comfortable with the pose.","To modify Savasana, you can place a pillow or bolster under your knees or use a block under your lower back for support. You can also use a weighted blanket or a calming essential oil to enhance relaxation.","1. Lie on your back with your arms and legs relaxed and slightly apart. 2. Close your eyes and take a few deep breaths, feeling your body release any tension. 3. Allow your body to fully relax, starting from your toes and moving up to the top of your head, letting go of any thoughts or distractions. 4. Focus on your breath, feeling the rise and fall of your chest or the sensation of the air moving in and out of your nostrils. 5. Remain in Savasana for the desired duration, allowing yourself to fully relax and rejuvenate."
62,Reclined Cobbler's Pose,Supta Baddha Konasana,restorative,beginner,"Reclined Cobbler's Pose stretches the hips, thighs, and lower back, promoting flexibility and relaxation. It also calms the nervous system and reduces stress and anxiety. Additionally, this pose can help alleviate menstrual cramps and discomfort.",Avoid this pose if you have any severe back injuries or hip replacements. Pregnant women should also modify the pose by using a bolster or pillow under their back for support.,"Inhale deeply, feeling the chest expand and the hips relax. Exhale slowly, releasing any tension in the lower back and hips.","Hold the pose for 3-5 minutes, breathing deeply and feeling the relaxation spread throughout the body.",Use a bolster or pillow under your back for support if you're pregnant or have any back issues. You can also place a strap or towel around your feet to help maintain the bind if your hips are tight.,"1. Lie on your back and bring the soles of your feet together, with your knees bent and apart. 2. Let your arms relax by your sides, with your palms facing upwards. 3. As you inhale, feel the chest expand and the hips relax, and as you exhale, release any tension in the lower back and hips. 4. Allow your body to sink deeper into the pose, feeling the stretch in your hips and lower back. 5. Hold the pose, breathing deeply and feeling the relaxation spread throughout the body."
63,Reclined Seated Angle Pose,Supta Upavista Konasana,restorative,beginner,"Reclined Seated Angle Pose (Supta Upavista Konasana) stretches the hips, thighs, and spine, promoting flexibility and relaxation. It also calms the mind and reduces stress by releasing tension in the lower back. Regular practice can improve overall posture and balance.","Avoid this pose if you have severe knee or hip injuries, or if you experience any discomfort or pain in the lower back. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale deeply and slowly, feeling the chest expand and the spine lengthen. Exhale slowly, releasing any tension in the hips and lower back, and allowing the body to relax further into the pose.","Hold the pose for 5-10 minutes, breathing deeply and slowly, and allowing the body to relax and release tension.","Use blocks or blankets under the knees or thighs for support, or place a bolster or pillow under the back for extra comfort. You can also modify the pose by bringing the feet closer together or using a strap to deepen the stretch.","1. Begin by sitting on the floor with your legs straight out to the sides, forming a wide 'V' shape. 2. Lie back onto your elbows, then slowly lower your back onto the floor, keeping your legs straight and your spine long. 3. Allow your body to relax and release tension, feeling the stretch in your hips and lower back, and breathe deeply and slowly into the pose."
64,Reclined One-Legged King Pigeon Pose,Supta Eka Pada Rajakapotasana,restorative,intermediate,"Reclined One-Legged King Pigeon Pose provides a deep stretch for the hips and glutes, while also promoting relaxation and calming the mind. It can help alleviate stress, anxiety, and lower back pain. Regular practice can also improve flexibility and range of motion in the hips and legs.","Avoid this pose if you have a recent knee or hip injury, or if you experience chronic pain or discomfort in the knees, hips, or lower back. Pregnant women should also approach with caution and modify the pose to avoid putting pressure on the abdomen.","Inhale deeply, feeling the hips and chest expand, and exhale slowly, allowing the body to relax and release further into the stretch.","Hold the pose for 5-10 breaths, or 3-5 minutes, to allow for deep relaxation and stretching.","Use a block or strap to support the extended leg if it doesn't reach the ground. Place a pillow or bolster under the chest or head for added support and comfort. For a more accessible version, try Supta Baddha Konasana (Reclined Bound Angle Pose) instead.","1. Begin by finding a comfortable seated position with the back straight and legs extended in front of you. Bend the right knee and bring the foot towards the left hip, forming a 90-degree angle with the leg. 2. Lower the torso down onto the back, keeping the left leg extended and the right knee bent. 3. Allow the right knee to fall towards the ground, stretching the hips and glutes. 4. Relax the arms and shoulders, and close the eyes, focusing on the breath and the sensations in the body."
65,Reclined Cow Face Pose,Supta Gomukhasana,restorative,intermediate,"Reclined Cow Face Pose (Supta Gomukhasana) helps to relieve stress and tension, stretches the chest, shoulders, and hips, and can also help alleviate sciatica pain. Additionally, it can calm the mind and promote relaxation. Regular practice of this pose can also improve flexibility and range of motion in the shoulders and hips.","This pose should be avoided by those with severe shoulder or hip injuries, or recent surgeries, as it may exacerbate existing conditions. Pregnant women should also exercise caution and modify the pose to avoid putting pressure on the abdomen.","Inhale deeply, feeling the chest expand and the shoulders relax. Exhale slowly, allowing the body to release tension and sink deeper into the pose.","Hold the pose for 5-10 minutes, or as long as feels comfortable, to allow for maximum relaxation and release of tension.","Use a block or strap to support the legs if they do not touch the ground, or place a bolster or pillow under the knees for added comfort. For a deeper stretch, place a strap or towel around the legs and pull gently.","1. Lie on your back and bring your legs into a bent position with your knees wide apart. 2. Cross your right knee over your left, and then wrap your right leg around your left to form a 'cow face' shape. 3. Use your hands to gently guide your legs into place and relax your shoulders away from your ears. 4. Close your eyes and focus on your breath, feeling the stretch in your hips and shoulders and allowing yourself to relax and release tension."
66,Reclined Seated Forward Fold with a Twist,Supta Paschimottanasana II,restorative,intermediate,"Reclined Seated Forward Fold with a Twist (Supta Paschimottanasana II) stretches the entire back side of the body, including the hamstrings, calves, and spine. It can also help to calm the nervous system and promote relaxation. Regular practice may also improve flexibility and range of motion.","Avoid this pose if you have a severe back injury, sciatica, or recent abdominal surgery. Pregnant women should also approach this pose with caution and modify or avoid it altogether if it causes discomfort.","Inhale deeply, lengthening the spine and expanding the chest. Exhale slowly, folding forward and twisting to the side, allowing the body to release and relax.","Hold the pose for 3-5 minutes on each side, breathing deeply and slowly, and feeling the stretch deepen.","Use a bolster or pillow under the knees for support, or place a strap around the feet to deepen the stretch. You can also use a block or blanket under the head for comfort. For a more gentle twist, keep the knees slightly bent.","1. Begin by lying on your back with your legs straight up towards the ceiling. 2. Lengthen the spine and engage the core, then slowly lift the legs off the ground and bring them towards your chest. 3. Exhale and twist to one side, keeping the legs straight, and allow the body to fold forward and relax. 4. Hold the pose and breathe deeply, feeling the stretch and relaxation spread through the body. 5. Repeat on the other side."
67,Reclined Sphinx Pose,Supta Salamba Bhujangasana,restorative,intermediate,"Reclined Sphinx Pose stretches and opens the chest, strengthens the back muscles, and promotes relaxation, reducing stress and anxiety. It also improves flexibility in the shoulders and upper back. This pose can help alleviate symptoms of insomnia and promote overall well-being.","Avoid this pose if you have severe back or neck injuries, or if you're experiencing any discomfort or pain in your shoulders or chest. Pregnant women and those with chronic back conditions should also exercise caution and consult with a healthcare professional or experienced yoga instructor.","Inhale deeply, feeling the chest expand and the shoulders relax. Exhale slowly, allowing the body to release any tension and settle deeper into the pose.","Hold the pose for 5-10 minutes, breathing deeply and slowly, and allowing the body to fully relax and release.","To make the pose more accessible, use a block or bolster under the chest or shoulders for support. You can also place a folded blanket or towel under the forehead for added comfort. For a deeper stretch, place your hands under your shoulders and gently press your chest forward.","1. Lie on your stomach with your forearms on the ground and your elbows directly under your shoulders. 2. Inhale and press your palms into the ground, lifting your chest and head off the mat. 3. Keep your shoulders down and away from your ears, and engage your back muscles to support your chest. 4. Allow your body to relax and release, feeling the stretch in your chest and shoulders. 5. Hold the pose, breathing deeply and slowly, and focus on the sensation of relaxation and release."
68,Reclined Lord of the Dance Pose,Supta Natarajasana,restorative,intermediate,"Reclined Lord of the Dance Pose provides a gentle stretch to the hips, glutes, and lower back, while also promoting relaxation and reducing stress. This pose can help improve flexibility and range of motion in the hips and knees. It can also calm the mind and promote a sense of inner peace.","Avoid this pose if you have any recent or severe knee injuries, or if you experience discomfort or pain in the hips or lower back. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale deeply into the chest, feeling the breath expand the lungs. Exhale slowly, releasing any tension or stress, and allowing the body to relax further into the pose.","Hold the pose for 3-5 minutes, breathing deeply and slowly, and allowing the body to fully relax.","To modify the pose, use a block or strap to support the leg, or place a pillow under the knee for added comfort. You can also use a wall for support, or practice a simpler variation like Reclined Pigeon Pose.","1. Lie on your back with your legs extended, and engage your core to support your lower back. 2. Bend your right knee and bring your right foot towards your left buttock, keeping your ankle in line with your knee. 3. Reach back with your right hand and gently grasp the outside of your right ankle, keeping your elbow slightly bent. 4. Inhale deeply, and as you exhale, slowly lift your right leg up towards the ceiling, keeping it straight, and stretching the front of your hip. 5. Hold the pose, breathing deeply, and then slowly release and repeat on the other side."
69,Reclined Eight-Limbed Pose,Supta Astavakrasana,restorative,advanced,"Reclined Eight-Limbed Pose (Supta Astavakrasana) offers numerous physical and mental benefits, including stretching the shoulders, chest, and hips, while also strengthening the back muscles and improving spinal flexibility. It also helps to calm the mind and reduce stress. Regular practice of this pose can improve overall balance, focus, and concentration.","Avoid practicing Reclined Eight-Limbed Pose if you have severe back or neck injuries, or if you experience any discomfort or pain in the shoulders, hips, or knees. Pregnant women and individuals with osteoporosis should also avoid this pose or modify it under the guidance of an experienced yoga instructor.","Inhale deeply through the nose, feeling the chest expand and the torso lengthen. Exhale slowly through the mouth, releasing any tension and sinking deeper into the pose.","Hold the pose for 3-5 breaths or up to 30 seconds, depending on your comfort level and flexibility. Repeat 2-3 times on each side.","For a modified version, use blocks or straps to support the legs and torso. You can also place a folded blanket under the hips for added comfort and support. Alternatively, practice a wall-supported version by placing the legs against a wall and using a strap to secure the torso.","1. Begin by lying on your back with your arms extended overhead and your legs straight. Bend your knees and bring your heels towards your hips. 2. Cross your right knee over your left, creating an 'eight' shape with your legs. Extend your right arm overhead and use your left arm to gently guide your right shoulder towards the ground. 3. As you exhale, slowly lower your torso and legs towards the ground, keeping your spine long and your hips relaxed. 4. Hold the pose, breathing deeply and feeling the stretch in your shoulders, chest, and hips. 5. To release, slowly lift your torso and legs back up to the starting position and repeat on the other side."
70,Bow Pose,Dhanurasana,backbend,intermediate,"Bow Pose strengthens the back muscles, improves flexibility in the chest and shoulders, and can help to relieve stress and anxiety. It also stretches the abdominal muscles and can improve digestion. By opening the chest, it can also promote confidence and self-awareness.","Avoid Bow Pose if you have a neck injury, or if you have high blood pressure. Additionally, pregnant women should avoid this pose after the third trimester.","Inhale deeply as you lift your chest and head off the ground, and exhale slowly as you deepen the stretch and hold the pose.","Hold the pose for 3-5 breaths, and repeat 2-3 times.","For a gentler variation, keep your knees slightly bent or use a strap to assist in holding the ankles. You can also place a block or a folded blanket under your forehead for support.","1. Lie on your stomach with your arms extended alongside your body, and your legs hip-width apart. 2. Bend your knees and bring your heels towards your buttocks, then reach back and grasp your ankles with your hands. 3. Inhale deeply and lift your chest, head, and legs off the ground, keeping your knees slightly bent if necessary. 4. Hold the pose, feeling the stretch in your chest and shoulders, and the opening in your heart center."
71,Fish Pose,Matsyasana,backbend,intermediate,"Fish Pose (Matsyasana) provides physical benefits by strengthening the back muscles, improving flexibility in the chest and shoulders, and stretching the neck and throat. Mentally, it can help calm the mind and reduce stress. Regular practice can also improve respiratory function and overall posture.","Avoid Fish Pose if you have a neck injury or any condition that causes neck pain, as it may exacerbate the condition. Also, individuals with high blood pressure, glaucoma, or vertigo should practice with caution or modify the pose.","Inhale deeply as you lift your chest and head off the ground. Hold the breath for a brief moment at the top of the pose, then exhale slowly as you release and lower back down.","Hold Fish Pose for 30 seconds to 1 minute, breathing deeply and slowly. Repeat 2-3 times, resting for 30 seconds between repetitions.","For a modified version, place a block or strap under your back for support. You can also place a folded blanket under your head for a more gentle stretch. For a more challenging variation, lift your legs off the ground and balance on your seat bones.","1. Lie on your back with your legs straight and your arms at your sides. Place your hands under your hips for support. 2. Inhale deeply and press your palms into the ground, lifting your chest and head off the ground. 3. Continue to lift and arch your back, keeping your shoulders down and away from your ears. 4. Hold the pose, breathing deeply and slowly, then exhale and lower back down to the starting position."
72,Camel Pose,Ustrasana,backbend,intermediate,"Camel Pose strengthens the back muscles, improves flexibility in the chest, shoulders, and spine, and can also help alleviate stress and anxiety by opening up the heart center. It can also improve posture and reduce fatigue. Regular practice can also promote emotional balance and confidence.","Avoid Camel Pose if you have any neck or back injuries, high blood pressure, or during pregnancy. It's also not recommended for people with severe shoulder or wrist problems.","Inhale as you arch your back, and exhale as you slowly lower back down to the starting position.","Hold the pose for 3-5 breaths, and repeat 2-3 times.","For an easier variation, you can place your hands on blocks or the wall for support, or only arch your back slightly. You can also keep your head in a neutral position if dropping your head back is uncomfortable.","1. Kneel on the mat with your knees hip-width apart, and your hands on your hips. 2. Inhale and lengthen your spine, then exhale and arch your back, reaching for your ankles or shins with your hands. 3. Keep your shoulders down and away from your ears, and your chest expanded. 4. Engage your core and maintain the arch in your back, keeping your head in a neutral position or gently dropping it back."
73,One-Legged Seated Forward Fold,Eka Pada Paschimottanasana,seated,intermediate,"One-Legged Seated Forward Fold stretches the entire back side of the body, including the hamstrings, calves, and spine, improving flexibility and posture. It also calms the mind and can help reduce stress and anxiety. This pose can also help to balance the body's energy and promote a sense of grounding.",Individuals with knee injuries or recent hip replacements should avoid this pose or modify it to accommodate their needs. People experiencing low back pain or sciatica should also approach with caution and engage their core to support their spine.,"Inhale, lengthen the spine and engage the core. Exhale, fold forward and deepen the stretch, keeping the front leg straight and the back leg relaxed.","Hold the pose for 3-5 breaths on each side, repeating 2-3 times on each leg.","To modify, use a strap or towel to deepen the stretch if the hands can't reach the foot. Place a block or blanket under the front knee for support if there's discomfort. For a more accessible version, try bending the front knee or lifting the back leg slightly off the ground.","1. Sit on the ground with the legs extended in front, then bend the right knee and place the foot on the inside of the left thigh. 2. Inhale and lengthen the spine, engaging the core and reaching the arms up towards the ceiling. 3. Exhale, fold forward, and reach for the left foot or shin, keeping the front leg straight and the back leg relaxed. 4. Deepen the stretch with each exhalation, keeping the breath smooth and controlled."
74,Triangle Pose with a Twist,Trikonasana II,standing,intermediate,"Triangle Pose with a Twist (Trikonasana II) provides physical benefits such as stretching the hips, thighs, and spine, while also strengthening the ankles and knees. Mentally, it can help improve focus, balance, and overall sense of calmness. Regular practice can also increase flexibility and range of motion.","Avoid this pose if you have severe lower back problems, such as herniated disks, sciatica, or recent injuries. It's also recommended to approach with caution if you have neck or shoulder issues.","Inhale as you reach your right arm up towards the ceiling, exhale as you twist and place your right hand on the outside of your left knee, inhale to lengthen the spine, and exhale to deepen the stretch.","Hold the pose for 3-5 breaths, repeat on the other side.","Use a block or strap to support your hand if you're unable to reach your knee. For a deeper stretch, place your hand on the ground or use a wall for support. If you have neck issues, avoid gazing up and instead look straight ahead.","Step 1: Begin by standing with your feet wide apart, with one foot facing forward and the other foot at a 90-degree angle. Step 2: Reach your right arm up towards the ceiling and engage your core, feeling the stretch in your hips and thighs. Step 3: As you exhale, twist your torso to the left, placing your right hand on the outside of your left knee, and gaze up towards the ceiling (or straight ahead if modifying). Step 4: Lengthen your spine and deepen the stretch as you inhale, and exhale to release any tension. Step 5: Repeat on the other side."
75,Upward-Facing Dog with a Twist,Urdhva Mukha Svanasana II,standing,intermediate,"Upward-Facing Dog with a Twist (Urdhva Mukha Svanasana II) strengthens the back muscles, improves spinal flexibility, and enhances overall balance and coordination. It also stimulates the nervous system and promotes mental clarity. Additionally, this pose can help alleviate stress and anxiety by releasing tension in the torso.","Avoid this pose if you have any wrist, shoulder, or neck injuries, as it may exacerbate existing conditions. Pregnant women and individuals with severe back problems should also modify or avoid this pose.","Inhale as you lift your chest and twist your torso, exhale as you slowly lower back down to the starting position.","Hold for 3-5 breaths, repeating 2-3 times on each side.","Use a block or strap to support your hands if you're experiencing wrist strain. You can also modify the twist by only rotating your torso slightly, or by keeping your hips facing forward and twisting only your upper body.","1. Start in a high plank position with your hands shoulder-width apart and your feet hip-width apart. 2. Inhale as you lift your chest and hips off the ground, straightening your arms and keeping your shoulders down. 3. Twist your torso to one side, keeping your hips facing forward, and hold for 3-5 breaths. 4. Slowly lower back down to the starting position on an exhale, and repeat on the other side."
